"Name","BQ Project","BQ Dataset","BQ Table","Full ID","Program","Category","Reference Genome","Source","Data Type","Exp. Strategy","Status","Rows","Created","Example Joins","Description","Labels","Fields"
"HTAN CLINICAL TIER 3 DATA - NEUROBLASTOMA AND GLIOMA R5 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_brain_r5","`isb-cgc-bq.HTAN_versioned.clinical_tier3_brain_r5`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","82","5/14/2024","","This table contains third-tier, neuroblastoma and glioma clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Start_Days_from_Index, Infra_Tentorial_Ependymoma_Molecular_Subgroup, Neuroblastoma_MYCN_Gene_Amplification_Status, Supra_Tentorial_Ependymoma_Molecular_Subgroup, CNS_Tumor_Primary_Anatomic_Site, entityId, Id, Timepoint_Label, Component, Stop_Days_from_Index, Glioma_Specific_Metastasis_Sites, Glioma_Specific_Radiation_Field, HTAN_Participant_ID, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN DATA MODEL SCHEMA","isb-cgc-bq","HTAN","schema_current","`isb-cgc-bq.HTAN.schema_current`","HTAN","METADATA","","HTAN","DATA DICTIONARY","","CURRENT","1,037","5/14/2024","","Data was extracted from the HTAN data model schema v24.4.1 in April 2024. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:data_dictionary, program:htan, source:htan, status:current","Attribute, Description, Valid_Values, DependsOn, Properties, Required, Parent, DependsOn_Component, Source, Validation_Rules,"
"HTAN DATA MODEL SCHEMA R2 VERSIONED","isb-cgc-bq","HTAN_versioned","schema_r2","`isb-cgc-bq.HTAN_versioned.schema_r2`","HTAN","METADATA","","HTAN","DATA DICTIONARY","","CURRENT","770","6/24/2022","","Data was extracted from the HTAN data model schema v22.02 in May 2022. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:data_dictionary, program:htan, source:htan, status:current","Attribute, Description, Valid_Values, DependsOn, Properties, Required, Parent, DependsOn_Component, Source, Validation_Rules,"
"HTAN DATA MODEL SCHEMA R3 VERSIONED","isb-cgc-bq","HTAN_versioned","schema_r3","`isb-cgc-bq.HTAN_versioned.schema_r3`","HTAN","METADATA","","HTAN","DATA DICTIONARY","","CURRENT","946","6/5/2023","","Data was extracted from the HTAN data model schema v23.3.1 in April 2023. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:data_dictionary, program:htan, source:htan, status:current","Attribute, Description, Valid_Values, DependsOn, Properties, Required, Parent, DependsOn_Component, Source, Validation_Rules,"
"HTAN DATA MODEL SCHEMA R4 VERSIONED","isb-cgc-bq","HTAN_versioned","schema_r4","`isb-cgc-bq.HTAN_versioned.schema_r4`","HTAN","METADATA","","HTAN","DATA DICTIONARY","","CURRENT","1,005","10/31/2023","","Data was extracted from the HTAN data model schema v23.9.1 in October 2023. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:data_dictionary, program:htan, source:htan, status:current","Attribute, Description, Valid_Values, DependsOn, Properties, Required, Parent, DependsOn_Component, Source, Validation_Rules,"
"HTAN DATA MODEL SCHEMA R5 VERSIONED","isb-cgc-bq","HTAN_versioned","schema_r5","`isb-cgc-bq.HTAN_versioned.schema_r5`","HTAN","METADATA","","HTAN","DATA DICTIONARY","","CURRENT","1,037","5/14/2024","","Data was extracted from the HTAN data model schema v24.4.1 in April 2024. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:data_dictionary, program:htan, source:htan, status:current","Attribute, Description, Valid_Values, DependsOn, Properties, Required, Parent, DependsOn_Component, Source, Validation_Rules,"
"HTAN DUKE IMAGING LEVEL 4 DATA - MIBI","isb-cgc-bq","HTAN","imaging_level4_Duke_mibi_current","`isb-cgc-bq.HTAN.imaging_level4_Duke_mibi_current`","HTAN","PROCESSED -OMICS DATA","","HTAN-DUKE","CELL SPATIAL CHARACTERIZATION","","CURRENT","69,672","10/31/2023","","Data was extracted in October 2023 from MIBI Imaging Level 4 csv file (Synapse ID syn52126197) submitted by the Duke HTAN Center. More details: see https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8792442/","access:open, category:processed_-omics_data, data_type:cell_spatial_characterization, program:htan, source:htan-duke, status:current","Point_Num, HTAN_Parent_Data_File_ID, event, CohortNumber, cell_size, COLI, CD14, P63, Background, pS6, Ta, CD4, Au, HLADRDPDQ, ECADKRTCD45, Nuc, GZMB, ECADKRTCD45GLUT1CD44, Tryptase, ECAD, ECADKRTCD45GLUT1, AR, GLUT1, MPO, VIM, CD3, SMA, CD56, PanKRT, CD11c, HER2, CD68, P, CK7, CD8, Na, C, PD1, CD44, HIF1a, CD45, X140empty, FAP, PDL1, MMP9, Ki67, CK5, COX2, CD20, FOXP3, IDO1, CD36, ECADKRT, HH3, ER, Ca40, CD31, CK5norm, label, area, eccentricity, major_axis_length, minor_axis_length, perimeter, Tissue_Type, Status, Tissue, sublineage, phenotype, compartment, celllineage, sublineage_code, phenotype_code, compartment_code, celllineage_code, manual_gating_cellineage, manual_gating_subineage, manual_gating_phenotype, innerduct_mask, distal_mask, stroma_mask, periph_mask, epi_mask, duct_mask, myoep_mask, ERstatus, HER2status, ARstatus, Ki67status, pS6status, GLUT1status, HIF1astatus, COX2status, CD36status, CD44status, PD1status, PDL1status, IDO1status, GZMBstatus, ECADstatus, MMP9status, VIMstatus, FAPstatus, HLADRstatus, CD3status, SMAstatus, COLIstatus, CK5status, CK7status, P63status, myoep_dist_label, myoep_dist_MinDist, myoep_dist_MaxDist, myoep_dist_MedDist, myoep_dist_MeanDist, celltype_code, myoep_dist_MinDist1, Neighbor_dist_TUMOR, Neighbor_dist_MYOEP, Neighbor_dist_FIBROBLAST, Neighbor_dist_ENDO, Neighbor_dist_MONODC, Neighbor_dist_MONO, Neighbor_dist_MACS, Neighbor_dist_DC, Neighbor_dist_APC, Neighbor_dist_MAST, Neighbor_dist_CD8T, Neighbor_dist_CD4T, Neighbor_dist_BCELL, Neighbor_dist_TCELL, Neighbor_dist_NEUT, Neighbor_dist_IMMUNEOTHER, K10_cluster, duct_edge_mask, duct_mid_mask, duct_core_mask, Source_filename, Source_entityId, HTAN_Center, HTAN_Biospecimen_ID,"
"HTAN DUKE IMAGING LEVEL 4 DATA - MIBI R4 VERSIONED","isb-cgc-bq","HTAN_versioned","imaging_level4_Duke_mibi_r4","`isb-cgc-bq.HTAN_versioned.imaging_level4_Duke_mibi_r4`","HTAN","PROCESSED -OMICS DATA","","HTAN-DUKE","CELL SPATIAL CHARACTERIZATION","","CURRENT","69,672","10/31/2023","","Data was extracted in October 2023 from MIBI Imaging Level 4 csv file (Synapse ID syn52126197) submitted by the Duke HTAN Center. More details: see https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8792442/","access:open, category:processed_-omics_data, data_type:cell_spatial_characterization, program:htan, source:htan-duke, status:current","Point_Num, HTAN_Parent_Data_File_ID, event, CohortNumber, cell_size, COLI, CD14, P63, Background, pS6, Ta, CD4, Au, HLADRDPDQ, ECADKRTCD45, Nuc, GZMB, ECADKRTCD45GLUT1CD44, Tryptase, ECAD, ECADKRTCD45GLUT1, AR, GLUT1, MPO, VIM, CD3, SMA, CD56, PanKRT, CD11c, HER2, CD68, P, CK7, CD8, Na, C, PD1, CD44, HIF1a, CD45, X140empty, FAP, PDL1, MMP9, Ki67, CK5, COX2, CD20, FOXP3, IDO1, CD36, ECADKRT, HH3, ER, Ca40, CD31, CK5norm, label, area, eccentricity, major_axis_length, minor_axis_length, perimeter, Tissue_Type, Status, Tissue, sublineage, phenotype, compartment, celllineage, sublineage_code, phenotype_code, compartment_code, celllineage_code, manual_gating_cellineage, manual_gating_subineage, manual_gating_phenotype, innerduct_mask, distal_mask, stroma_mask, periph_mask, epi_mask, duct_mask, myoep_mask, ERstatus, HER2status, ARstatus, Ki67status, pS6status, GLUT1status, HIF1astatus, COX2status, CD36status, CD44status, PD1status, PDL1status, IDO1status, GZMBstatus, ECADstatus, MMP9status, VIMstatus, FAPstatus, HLADRstatus, CD3status, SMAstatus, COLIstatus, CK5status, CK7status, P63status, myoep_dist_label, myoep_dist_MinDist, myoep_dist_MaxDist, myoep_dist_MedDist, myoep_dist_MeanDist, celltype_code, myoep_dist_MinDist1, Neighbor_dist_TUMOR, Neighbor_dist_MYOEP, Neighbor_dist_FIBROBLAST, Neighbor_dist_ENDO, Neighbor_dist_MONODC, Neighbor_dist_MONO, Neighbor_dist_MACS, Neighbor_dist_DC, Neighbor_dist_APC, Neighbor_dist_MAST, Neighbor_dist_CD8T, Neighbor_dist_CD4T, Neighbor_dist_BCELL, Neighbor_dist_TCELL, Neighbor_dist_NEUT, Neighbor_dist_IMMUNEOTHER, K10_cluster, duct_edge_mask, duct_mid_mask, duct_core_mask, Source_filename, Source_entityId, HTAN_Center, HTAN_Biospecimen_ID,"
"HTAN ELECTRON MICROSCOPY LEVEL 1 METADATA","isb-cgc-bq","HTAN","electron_microscopy_level1_metadata_current","`isb-cgc-bq.HTAN.electron_microscopy_level1_metadata_current`","HTAN","METADATA","","HTAN","FILE METADATA","","CURRENT","63,887","5/14/2024","","This table contains the file metadata for first level electron microscopy data. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:file_metadata, program:htan, source:htan, status:current","EM_voltage, EM_beam_current, HTAN_Data_File_ID, Component, EM_dwell_or_exposure_time, SizeC, PhysicalSizeY, SizeX, EM_stage_tilt, EM_spot_size, HTAN_Parent_Biospecimen_ID, EM_signal_processing, Filename, PhysicalSizeX, EM_method, entityId, PhysicalSizeZ, EM_instrument, Protocol_Link, EM_signal_or_contrast_mech, SizeY, SizeZ, Id, EM_contrast_type, Software_and_Version, File_Format, HTAN_Center, Manifest_Id, Manifest_Version, File_Size, md5, Data_Release, CDS_Release,"
"HTAN ELECTRON MICROSCOPY LEVEL 1 METADATA R5 VERSIONED","isb-cgc-bq","HTAN_versioned","electron_microscopy_level1_metadata_r5","`isb-cgc-bq.HTAN_versioned.electron_microscopy_level1_metadata_r5`","HTAN","METADATA","","HTAN","FILE METADATA","","CURRENT","63,887","5/14/2024","","This table contains the file metadata for first level electron microscopy data. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:file_metadata, program:htan, source:htan, status:current","EM_voltage, EM_beam_current, HTAN_Data_File_ID, Component, EM_dwell_or_exposure_time, SizeC, PhysicalSizeY, SizeX, EM_stage_tilt, EM_spot_size, HTAN_Parent_Biospecimen_ID, EM_signal_processing, Filename, PhysicalSizeX, EM_method, entityId, PhysicalSizeZ, EM_instrument, Protocol_Link, EM_signal_or_contrast_mech, SizeY, SizeZ, Id, EM_contrast_type, Software_and_Version, File_Format, HTAN_Center, Manifest_Id, Manifest_Version, File_Size, md5, Data_Release, CDS_Release,"
"HTAN ELECTRON MICROSCOPY LEVEL 2 METADATA","isb-cgc-bq","HTAN","electron_microscopy_level2_metadata_current","`isb-cgc-bq.HTAN.electron_microscopy_level2_metadata_current`","HTAN","METADATA","","HTAN","FILE METADATA","","CURRENT","29,113","5/14/2024","","This table contains the file metadata for second level electron microscopy data. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:file_metadata, program:htan, source:htan, status:current","Filename, HTAN_Parent_Data_File_ID, Tile_overlap_Y, entityId, Id, HTAN_Data_File_ID, Component, EM_contrast_type, Tile_overlap_X, File_Format, HTAN_Center, Manifest_Id, Manifest_Version, File_Size, md5, Data_Release, CDS_Release,"
"HTAN ELECTRON MICROSCOPY LEVEL 2 METADATA R5 VERSIONED","isb-cgc-bq","HTAN_versioned","electron_microscopy_level2_metadata_r5","`isb-cgc-bq.HTAN_versioned.electron_microscopy_level2_metadata_r5`","HTAN","METADATA","","HTAN","FILE METADATA","","CURRENT","29,113","5/14/2024","","This table contains the file metadata for second level electron microscopy data. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standards","access:open, category:metadata, data_type:file_metadata, program:htan, source:htan, status:current","Filename, HTAN_Parent_Data_File_ID, Tile_overlap_Y, entityId, Id, HTAN_Data_File_ID, Component, EM_contrast_type, Tile_overlap_X, File_Format, HTAN_Center, Manifest_Id, Manifest_Version, File_Size, md5, Data_Release, CDS_Release,"
"HTAN FILE SYNAPSE ID TO CDS DRS URI MAP","isb-cgc-bq","HTAN","cds_drs_map_current","`isb-cgc-bq.HTAN.cds_drs_map_current`","HTAN","METADATA","","HTAN","FILE METADATA","","CURRENT","29,299","5/14/2024","","This table contains DRS URIs for HTAN Data Files available in NCI's Cancer Data Service (CDS) repository and was generated April 2024. CSVs generated from this table are compatible with the ""Import from a manifest file"" data access method: https://docs.cancergenomicscloud.org/docs/import-from-a-drs-server#import-from-a-manifest-file. Data corresponds to dbGaP study phs002371.v5.p1: https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002371.v5.p1","access:open, category:metadata, data_type:file_metadata, program:htan, source:htan, status:current","name, entityId, HTAN_Data_File_ID, drs_uri,"
"HTAN FILE SYNAPSE ID TO CDS DRS URI MAP R5 VERSIONED","isb-cgc-bq","HTAN_versioned","cds_drs_map_r5","`isb-cgc-bq.HTAN_versioned.cds_drs_map_r5`","HTAN","METADATA","","HTAN","FILE METADATA","","CURRENT","29,299","5/14/2024","","This table contains DRS URIs for HTAN Data Files available in NCI's Cancer Data Service (CDS) repository and was generated April 2024. CSVs generated from this table are compatible with the ""Import from a manifest file"" data access method: https://docs.cancergenomicscloud.org/docs/import-from-a-drs-server#import-from-a-manifest-file. Data corresponds to dbGaP study phs002371.v5.p1: https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002371.v5.p1","access:open, category:metadata, data_type:file_metadata, program:htan, source:htan, status:current","name, entityId, HTAN_Data_File_ID, drs_uri,"
"HTAN HG38 SCRNASEQ GENE EXPRESSION CUMULATIVE ABNORMAL EPITHELIAL","isb-cgc-bq","HTAN","scRNAseq_VUMC_ABNORMALS_EPI_V2_current","`isb-cgc-bq.HTAN.scRNAseq_VUMC_ABNORMALS_EPI_V2_current`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-VUMC","GENE EXPRESSION","","CURRENT","62,420,820","6/24/2022","","Data was derived in April 2022 from an H5AD file (Synapse ID: syn27056096) submitted by the Vanderbilt HTAN Center. This data set contains raw gene expression counts from 62 patient samples. Data was generated using the InDrop V2 chemistry (see https://doi.org/10.1186/s12864-020-06843-0 ) and was processed using a DropEst-based pipeline (see https://doi.org/10.1016/j.xpro.2021.100450 ), where reads were mapped to HG38, followed by processing with scanpy and aformentioned pipeline to filter cells. Low-dimensional embeddings are derived from a regulon space, generated using SCENIC. This dataset contains abnormal/tumor-specific epithelial cells derived from both the discovery (DIS) and validation (VAL) cohorts, as described in https://doi.org/10.1016/j.cell.2021.11.031.","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-vumc, status:current","iObs, iVar, X_value, Cell_Barcode_Number, HTAN_Parent_Data_File_ID, HTAN_Biospecimen_ID, Tissue_Subtype, Tissue_Type, Gene_Name,"
"HTAN HG38 SCRNASEQ GENE EXPRESSION CUMULATIVE ABNORMAL EPITHELIAL R2 VERSIONED","isb-cgc-bq","HTAN_versioned","scRNAseq_VUMC_ABNORMALS_EPI_V2_r2","`isb-cgc-bq.HTAN_versioned.scRNAseq_VUMC_ABNORMALS_EPI_V2_r2`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-VUMC","GENE EXPRESSION","","CURRENT","62,420,820","6/24/2022","","Data was derived in April 2022 from an H5AD file (Synapse ID: syn27056096) submitted by the Vanderbilt HTAN Center. This data set contains raw gene expression counts from 62 patient samples. Data was generated using the InDrop V2 chemistry (see https://doi.org/10.1186/s12864-020-06843-0 ) and was processed using a DropEst-based pipeline (see https://doi.org/10.1016/j.xpro.2021.100450 ), where reads were mapped to HG38, followed by processing with scanpy and aformentioned pipeline to filter cells. Low-dimensional embeddings are derived from a regulon space, generated using SCENIC. This dataset contains abnormal/tumor-specific epithelial cells derived from both the discovery (DIS) and validation (VAL) cohorts, as described in https://doi.org/10.1016/j.cell.2021.11.031.","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-vumc, status:current","iObs, iVar, X_value, Cell_Barcode_Number, HTAN_Parent_Data_File_ID, HTAN_Biospecimen_ID, Tissue_Subtype, Tissue_Type, Gene_Name,"
"HTAN HG38 SCRNASEQ GENE EXPRESSION CUMULATIVE NON-EPITHELIAL","isb-cgc-bq","HTAN","scRNAseq_VUMC_HTAN_VAL_DIS_NONEPI_V2_current","`isb-cgc-bq.HTAN.scRNAseq_VUMC_HTAN_VAL_DIS_NONEPI_V2_current`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-VUMC","GENE EXPRESSION","","CURRENT","12,617,337","6/24/2022","","Data was derived in April 2022 from an H5AD file (Synapse ID:  syn27056098) submitted by the Vanderbilt HTAN Center. This data set contains raw gene expression counts from 128 patient samples. Data was generated using the InDrop V2 chemistry (see https://doi.org/10.1186/s12864-020-06843-0 ) and was processed using a DropEst-based pipeline (see https://doi.org/10.1016/j.xpro.2021.100450 ), where reads were mapped to HG38, followed by processing with scanpy and aformentioned pipeline to filter cells. Low-dimensional embeddings are derived from a regulon space, generated using SCENIC. This dataset contains all non-epithelial cells derived from both the discovery (DIS) and validation (VAL) cohorts, as described in https://doi.org/10.1016/j.cell.2021.11.031.","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-vumc, status:current","iObs, iVar, X_value, Cell_Barcode_Number, HTAN_Parent_Data_File_ID, HTAN_Biospecimen_ID, Cell_Type, Tissue_Subtype, Tissue_Type, Gene_Name,"
"HTAN HG38 SCRNASEQ GENE EXPRESSION CUMULATIVE NON-EPITHELIAL","isb-cgc-bq","HTAN","scRNAseq_VUMC_VAL_DIS_NOEPI_cellxgene_current","`isb-cgc-bq.HTAN.scRNAseq_VUMC_VAL_DIS_NOEPI_cellxgene_current`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-VUMC","GENE EXPRESSION","","CURRENT","296,989,200","12/19/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID:  syn42846242) submitted by the Vanderbilt HTAN Center. This data set contains raw gene expression counts from 128 patient samples. Data was generated using the InDrop V2 chemistry (see https://doi.org/10.1186/s12864-020-06843-0 ) and was processed using a DropEst-based pipeline (see https://doi.org/10.1016/j.xpro.2021.100450 ), where reads were mapped to HG38, followed by processing with scanpy and aformentioned pipeline to filter cells. Low-dimensional embeddings are derived from a regulon space, generated using SCENIC. This dataset contains all non-epithelial cells derived from both the discovery (DIS) and validation (VAL) cohorts, as described in https://doi.org/10.1016/j.cell.2021.11.031.   NOTE: This table is large in size.  Please be mindful of queries run programmatically to avoid incurring higher-than-anticipated charges.  This table is clustered by HTAN_Specimen_ID and cell_type, which can be utilized to improve query performance.","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-vumc, status:current","iObs, iVar, X_value, HTAN_Parent_Data_File_ID, HTAN_Specimen_ID, author_cell_type, Tumor_Type, Sample_Classification, cell_type_ontology_term_id, disease_ontology_term_id, donor_id, assay_ontology_term_id, tissue_ontology_term_id, sex_ontology_term_id, development_stage_ontology_term_id, self_reported_ethnicity_ontology_term_id, organism_ontology_term_id, suspension_type, is_primary_data, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
